,study_id,study_url,latitude,longitude,study,site,site_block,replicate,precip_direction,precip_duration,replicates,delta_precip,map,lrr_s,freq_direction,delta_freq,treatment_start_date,treatment_end_date,storm_size_direction,delta_storm_size,notes
199,Ludewig_2012b.csv,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0124148,53.31666667,10.95,Ludewig_2012,Sueckau,Sueckau - B,2,decr.P,3,7,14,629,0,unchanged,0,7/1/09,10/1/11,decrease,-0.25,
200,Ludewig_2012b.csv,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0124149,53.31666667,10.95,Ludewig_2012,Sueckau,Sueckau - C,3,decr.P,3,7,14,629,0.105360516,unchanged,0,7/1/09,10/1/11,decrease,-0.25,
201,Ludewig_2012b.csv,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0124150,53.31666667,10.95,Ludewig_2012,Sueckau,Sueckau - D,4,decr.P,3,7,14,629,-0.162518929,unchanged,0,7/1/09,10/1/11,decrease,-0.25,
202,Ludewig_2012b.csv,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0124151,53.31666667,10.95,Ludewig_2012,Sueckau,Sueckau - E,5,decr.P,3,7,14,629,0.054067221,unchanged,0,7/1/09,10/1/11,decrease,-0.25,
203,Ludewig_2012b.csv,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0124152,53.31666667,10.95,Ludewig_2012,Sueckau,Sueckau - F,6,decr.P,3,7,14,629,0.336472237,unchanged,0,7/1/09,10/1/11,decrease,-0.25,
204,Ludewig_2012b.csv,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0124153,53.31666667,10.95,Ludewig_2012,Sueckau,Sueckau - G,7,decr.P,3,7,14,629,0.117783036,unchanged,0,7/1/09,10/1/11,decrease,-0.25,
205,Mariotte_2013.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12064,46.84722222,6.575,Mariotte_2013,Agroscope,Agroscope - A,1,decr.P,3,5,-20,1427,0,decrease,,7/9/10,9/1/10,unchanged,0.00,remove all precip during study period
206,Mariotte_2013.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12065,46.84722222,6.575,Mariotte_2013,Agroscope,Agroscope - A,2,decr.P,3,5,-20,1427,-0.146603474,decrease,,7/9/10,9/1/10,unchanged,0.00,remove all precip during study period
207,Mariotte_2013.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12066,46.84722222,6.575,Mariotte_2013,Agroscope,Agroscope - A,3,decr.P,3,5,-20,1427,-0.167054085,decrease,,7/9/10,9/1/10,unchanged,0.00,remove all precip during study period
208,Mariotte_2013.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12067,46.84722222,6.575,Mariotte_2013,Agroscope,Agroscope - A,4,decr.P,3,5,-20,1427,0.587786665,decrease,,7/9/10,9/1/10,unchanged,0.00,remove all precip during study period
209,Mariotte_2013.csv,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2745.12068,46.84722222,6.575,Mariotte_2013,Agroscope,Agroscope - A,5,decr.P,3,5,-20,1427,0.207639365,decrease,,7/9/10,9/1/10,unchanged,0.00,remove all precip during study period
210,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,1,decr.P,0.5,5,-25,225,-0.84729786,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
211,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,2,decr.P,0.5,5,-25,225,0.182321557,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
212,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,3,decr.P,0.5,5,-25,225,-0.223143551,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
213,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,4,decr.P,0.5,5,-25,225,0.182321557,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
214,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,5,decr.P,0.5,5,-25,225,0.182321557,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
215,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,3,decr.P,0.5,5,-25,225,0.336472237,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
216,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,1,decr.P,0.5,5,-25,225,0.223143551,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
217,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,1,decr.P,0.5,5,-25,225,0.84729786,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
218,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,2,decr.P,0.5,5,-25,225,-0.223143551,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
219,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,4,decr.P,0.5,5,-25,225,0.287682072,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
220,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,5,decr.P,0.5,5,-25,225,0.405465108,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
221,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,2,decr.P,0.5,5,-25,225,0,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
222,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,3,decr.P,0.5,5,-25,225,-0.405465108,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
223,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,4,decr.P,0.5,5,-25,225,0.405465108,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
224,Miranda_2009a.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,5,decr.P,0.5,5,-25,225,-0.510825624,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
225,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,1,decr.P,0.5,5,-50,225,-0.559615788,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
226,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,2,decr.P,0.5,5,-50,225,-0.223143551,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
227,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,3,decr.P,0.5,5,-50,225,-0.223143551,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
228,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,4,decr.P,0.5,5,-50,225,0.336472237,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
229,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,5,decr.P,0.5,5,-50,225,0,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
230,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,3,decr.P,0.5,5,-50,225,0,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
231,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,1,decr.P,0.5,5,-50,225,0,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
232,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,1,decr.P,0.5,5,-50,225,0,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
233,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,2,decr.P,0.5,5,-50,225,-0.510825624,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
234,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,4,decr.P,0.5,5,-50,225,0,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
235,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,5,decr.P,0.5,5,-50,225,-0.287682072,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
236,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,2,decr.P,0.5,5,-50,225,0.223143551,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
237,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,3,decr.P,0.5,5,-50,225,0.287682072,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
238,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,4,decr.P,0.5,5,-50,225,0,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
239,Miranda_2009b.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,36.81666667,-2.25,Miranda_2009,Cabo_de_Gata,Cabo_de_Gata - A,5,decr.P,0.5,5,-50,225,0,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
240,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,1,decr.P,0.5,5,-25,311,0,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
241,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,3,decr.P,0.5,5,-25,311,0,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
242,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,5,decr.P,0.5,5,-25,311,-0.510825624,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
243,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,1,decr.P,0.5,5,-25,311,0.405465108,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
244,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,2,decr.P,0.5,5,-25,311,0,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
245,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,3,decr.P,0.5,5,-25,311,-1.386294361,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
246,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,4,decr.P,0.5,5,-25,311,0,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
247,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,1,decr.P,0.5,5,-25,311,1.609437912,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
248,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,2,decr.P,0.5,5,-25,311,0,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
249,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,3,decr.P,0.5,5,-25,311,0.693147181,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
250,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,4,decr.P,0.5,5,-25,311,0,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
251,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,5,decr.P,0.5,5,-25,311,-0.693147181,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
252,Miranda_2009c.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,5,decr.P,0.5,5,-25,311,-1.098612289,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
253,Miranda_2009d.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,2,decr.P,0.5,5,-50,311,-0.693147181,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
254,Miranda_2009d.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,4,decr.P,0.5,5,-50,311,0.693147181,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
255,Miranda_2009d.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,5,decr.P,0.5,5,-50,311,0,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
256,Miranda_2009d.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,1,decr.P,0.5,5,-50,311,0,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
257,Miranda_2009d.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,2,decr.P,0.5,5,-50,311,0.693147181,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
258,Miranda_2009d.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,3,decr.P,0.5,5,-50,311,-0.693147181,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
259,Miranda_2009d.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,4,decr.P,0.5,5,-50,311,-1.609437912,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
260,Miranda_2009d.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37,-2.43,Miranda_2009,El_Cautivo,El_Cautivo - A,1,decr.P,0.5,5,-50,311,0,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
261,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,1,decr.P,0.5,5,-25,234,-1.791759469,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
262,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,2,decr.P,0.5,5,-25,234,-0.133531393,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
263,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,3,decr.P,0.5,5,-25,234,1.386294361,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
264,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,4,decr.P,0.5,5,-25,234,1.098612289,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
265,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,1,decr.P,0.5,5,-25,234,-0.875468737,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
266,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,2,decr.P,0.5,5,-25,234,0,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
267,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,4,decr.P,0.5,5,-25,234,-1.011600912,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
268,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,5,decr.P,0.5,5,-25,234,-0.405465108,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
269,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,5,decr.P,0.5,5,-25,234,-0.223143551,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
270,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,3,decr.P,0.5,5,-25,234,0,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
271,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,1,decr.P,0.5,5,-25,234,-0.84729786,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
272,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,2,decr.P,0.5,5,-25,234,0.510825624,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
273,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,3,decr.P,0.5,5,-25,234,0.133531393,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
274,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,4,decr.P,0.5,5,-25,234,-0.405465108,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
275,Miranda_2009e.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,5,decr.P,0.5,5,-25,234,-0.405465108,NA,0,10/1/05,6/1/06,decrease,-0.25,"cant tell which frequency treatment data are from, need to follow up with author"
276,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,1,decr.P,0.5,5,-50,234,-0.693147181,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
277,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,2,decr.P,0.5,5,-50,234,0.117783036,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
278,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,3,decr.P,0.5,5,-50,234,1.252762968,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
279,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,4,decr.P,0.5,5,-50,234,0.405465108,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
280,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,1,decr.P,0.5,5,-50,234,-2.48490665,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
281,Miranda_2009f.csv,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1654-1103.2009.05680.x,37.08333333,-2.35,Miranda_2009,Tabernas_PSA,Tabernas_PSA - A,2,decr.P,0.5,5,-50,234,0,NA,0,10/1/05,6/1/06,decrease,-0.50,"cant tell which frequency treatment data are from, need to follow up with author"
